PACKET_ID,SEGMENT_ID,PACKET_TYPE,CONTROL_PACKET_TYPE/APP_NAME,SOURCE_ID,DESTINATION_ID,TRANSMITTER_ID,RECEIVER_ID,APP_LAYER_ARRIVAL_TIME(µS),TRX_LAYER_ARRIVAL_TIME(µS),NW_LAYER_ARRIVAL_TIME(µS),MAC_LAYER_ARRIVAL_TIME(µS),PHY_LAYER_ARRIVAL_TIME(µS),PHY_LAYER_START_TIME(µS),PHY_LAYER_END_TIME(µS),APP_LAYER_PAYLOAD(Bytes),TRX_LAYER_PAYLOAD(Bytes),NW_LAYER_PAYLOAD(Bytes),MAC_LAYER_PAYLOAD(Bytes),PHY_LAYER_PAYLOAD(Bytes),PHY_LAYER_OVERHEAD(Bytes),PACKET_STATUS,LOCAL_ADDRESS,REMOTE_ADDRESS,CWND,SEQ_NO,ACK_NO,isSyn,isAck,isFin,SEGMENT_LEN,SOURCE_IP,DESTINATION_IP,GATEWAY_IP,NEXT_HOP_IP,
127,0,Voice,App1_VOICE,NODE-2,NODE-5,ROUTER-1,NODE-5,2520000.000,2520000.000,2520023.080,2520023.080,2520023.080,2520041.160,2520046.160,160.000,160.000,180.000,200.000,226.000,0.000,Successful,192.168.0.2:82,192.170.0.2:36934,17300,20162,0,False,False,False,160,192.168.0.2,192.170.0.2,192.170.0.1,192.170.0.2,
0,N/A,Control_Packet,TCP_ACK,NODE-5,NODE-2,NODE-5,ROUTER-1,N/A,2520046.160,2520046.160,2520046.160,2520046.160,2520051.440,2520056.440,N/A,0.000,20.000,40.000,66.000,0.000,Successful,192.170.0.2:36934,192.170.0.1:82,4381,6,20322,False,True,False,0,192.170.0.2,192.170.0.1,192.170.0.2,192.170.0.1,
0,N/A,Control_Packet,TCP_ACK,NODE-5,NODE-2,ROUTER-1,NODE-2,N/A,2520046.160,2520056.440,2520056.440,2520056.440,2520061.720,2520066.720,N/A,0.000,20.000,40.000,66.000,0.000,Successful,192.170.0.2:36934,192.168.0.2:82,4381,6,20322,False,True,False,0,192.170.0.2,192.168.0.2,192.168.0.1,192.168.0.2,
128,0,Voice,App1_VOICE,NODE-2,NODE-5,NODE-2,ROUTER-1,2540000.000,2540000.000,2540000.000,2540000.000,2540000.000,2540018.080,2540023.080,160.000,160.000,180.000,200.000,226.000,0.000,Successful,192.168.0.2:82,192.168.0.1:36934,17460,20322,0,False,False,False,160,192.168.0.2,192.168.0.1,192.168.0.2,192.168.0.1,
128,0,Voice,App1_VOICE,NODE-2,NODE-5,ROUTER-1,NODE-5,2540000.000,2540000.000,2540023.080,2540023.080,2540023.080,2540041.160,2540046.160,160.000,160.000,180.000,200.000,226.000,0.000,Successful,192.168.0.2:82,192.170.0.2:36934,17460,20322,0,False,False,False,160,192.168.0.2,192.170.0.2,192.170.0.1,192.170.0.2,
0,N/A,Control_Packet,TCP_ACK,NODE-5,NODE-2,NODE-5,ROUTER-1,N/A,2540046.160,2540046.160,2540046.160,2540046.160,2540051.440,2540056.440,N/A,0.000,20.000,40.000,66.000,0.000,Successful,192.170.0.2:36934,192.170.0.1:82,4381,6,20482,False,True,False,0,192.170.0.2,192.170.0.1,192.170.0.2,192.170.0.1,
0,N/A,Control_Packet,TCP_ACK,NODE-5,NODE-2,ROUTER-1,NODE-2,N/A,2540046.160,2540056.440,2540056.440,2540056.440,2540061.720,2540066.720,N/A,0.000,20.000,40.000,66.000,0.000,Successful,192.170.0.2:36934,192.168.0.2:82,4381,6,20482,False,True,False,0,192.170.0.2,192.168.0.2,192.168.0.1,192.168.0.2,
129,0,Voice,App1_VOICE,NODE-2,NODE-5,NODE-2,ROUTER-1,2560000.000,2560000.000,2560000.000,2560000.000,2560000.000,2560018.080,2560023.080,160.000,160.000,180.000,200.000,226.000,0.000,Successful,192.168.0.2:82,192.168.0.1:36934,17620,20482,0,False,False,False,160,192.168.0.2,192.168.0.1,192.168.0.2,192.168.0.1,
129,0,Voice,App1_VOICE,NODE-2,NODE-5,ROUTER-1,NODE-5,2560000.000,2560000.000,2560023.080,2560023.080,2560023.080,2560041.160,2560046.160,160.000,160.000,180.000,200.000,226.000,0.000,Successful,192.168.0.2:82,192.170.0.2:36934,17620,20482,0,False,False,False,160,192.168.0.2,192.170.0.2,192.170.0.1,192.170.0.2,
0,N/A,Control_Packet,TCP_ACK,NODE-5,NODE-2,NODE-5,ROUTER-1,N/A,2560046.160,2560046.160,2560046.160,2560046.160,2560051.440,2560056.440,N/A,0.000,20.000,40.000,66.000,0.000,Successful,192.170.0.2:36934,192.170.0.1:82,4381,6,20642,False,True,False,0,192.170.0.2,192.170.0.1,192.170.0.2,192.170.0.1,
0,N/A,Control_Packet,TCP_ACK,NODE-5,NODE-2,ROUTER-1,NODE-2,N/A,2560046.160,2560056.440,2560056.440,2560056.440,2560061.720,2560066.720,N/A,0.000,20.000,40.000,66.000,0.000,Successful,192.170.0.2:36934,192.168.0.2:82,4381,6,20642,False,True,False,0,192.170.0.2,192.168.0.2,192.168.0.1,192.168.0.2,
130,0,Voice,App1_VOICE,NODE-2,NODE-5,NODE-2,ROUTER-1,2580000.000,2580000.000,2580000.000,2580000.000,2580000.000,2580018.080,2580023.080,160.000,160.000,180.000,200.000,226.000,0.000,Successful,192.168.0.2:82,192.168.0.1:36934,17780,20642,0,False,False,False,160,192.168.0.2,192.168.0.1,192.168.0.2,192.168.0.1,
130,0,Voice,App1_VOICE,NODE-2,NODE-5,ROUTER-1,NODE-5,2580000.000,2580000.000,2580023.080,2580023.080,2580023.080,2580041.160,2580046.160,160.000,160.000,180.000,200.000,226.000,0.000,Successful,192.168.0.2:82,192.170.0.2:36934,17780,20642,0,False,False,False,160,192.168.0.2,192.170.0.2,192.170.0.1,192.170.0.2,
0,N/A,Control_Packet,TCP_ACK,NODE-5,NODE-2,NODE-5,ROUTER-1,N/A,2580046.160,2580046.160,2580046.160,2580046.160,2580051.440,2580056.440,N/A,0.000,20.000,40.000,66.000,0.000,Successful,192.170.0.2:36934,192.170.0.1:82,4381,6,20802,False,True,False,0,192.170.0.2,192.170.0.1,192.170.0.2,192.170.0.1,
0,N/A,Control_Packet,TCP_ACK,NODE-5,NODE-2,ROUTER-1,NODE-2,N/A,2580046.160,2580056.440,2580056.440,2580056.440,2580061.720,2580066.720,N/A,0.000,20.000,40.000,66.000,0.000,Successful,192.170.0.2:36934,192.168.0.2:82,4381,6,20802,False,True,False,0,192.170.0.2,192.168.0.2,192.168.0.1,192.168.0.2,
131,0,Voice,App1_VOICE,NODE-2,NODE-5,NODE-2,ROUTER-1,2600000.000,2600000.000,2600000.000,2600000.000,2600000.000,2600018.080,2600023.080,160.000,160.000,180.000,200.000,226.000,0.000,Successful,192.168.0.2:82,192.168.0.1:36934,17940,20802,0,False,False,False,160,192.168.0.2,192.168.0.1,192.168.0.2,192.168.0.1,
131,0,Voice,App1_VOICE,NODE-2,NODE-5,ROUTER-1,NODE-5,2600000.000,2600000.000,2600023.080,2600023.080,2600023.080,2600041.160,2600046.160,160.000,160.000,180.000,200.000,226.000,0.000,Successful,192.168.0.2:82,192.170.0.2:36934,17940,20802,0,False,False,False,160,192.168.0.2,192.170.0.2,192.170.0.1,192.170.0.2,
0,N/A,Control_Packet,TCP_ACK,NODE-5,NODE-2,NODE-5,ROUTER-1,N/A,2600046.160,2600046.160,2600046.160,2600046.160,2600051.440,2600056.440,N/A,0.000,20.000,40.000,66.000,0.000,Successful,192.170.0.2:36934,192.170.0.1:82,4381,6,20962,False,True,False,0,192.170.0.2,192.170.0.1,192.170.0.2,192.170.0.1,
0,N/A,Control_Packet,TCP_ACK,NODE-5,NODE-2,ROUTER-1,NODE-2,N/A,2600046.160,2600056.440,2600056.440,2600056.440,2600061.720,2600066.720,N/A,0.000,20.000,40.000,66.000,0.000,Successful,192.170.0.2:36934,192.168.0.2:82,4381,6,20962,False,True,False,0,192.170.0.2,192.168.0.2,192.168.0.1,192.168.0.2,
132,0,Voice,App1_VOICE,NODE-2,NODE-5,NODE-2,ROUTER-1,2620000.000,2620000.000,2620000.000,2620000.000,2620000.000,2620018.080,2620023.080,160.000,160.000,180.000,200.000,226.000,0.000,Successful,192.168.0.2:82,192.168.0.1:36934,18100,20962,0,False,False,False,160,192.168.0.2,192.168.0.1,192.168.0.2,192.168.0.1,
132,0,Voice,App1_VOICE,NODE-2,NODE-5,ROUTER-1,NODE-5,2620000.000,2620000.000,2620023.080,2620023.080,2620023.080,2620041.160,2620046.160,160.000,160.000,180.000,200.000,226.000,0.000,Successful,192.168.0.2:82,192.170.0.2:36934,18100,20962,0,False,False,False,160,192.168.0.2,192.170.0.2,192.170.0.1,192.170.0.2,
0,N/A,Control_Packet,TCP_ACK,NODE-5,NODE-2,NODE-5,ROUTER-1,N/A,2620046.160,2620046.160,2620046.160,2620046.160,2620051.440,2620056.440,N/A,0.000,20.000,40.000,66.000,0.000,Successful,192.170.0.2:36934,192.170.0.1:82,4381,6,21122,False,True,False,0,192.170.0.2,192.170.0.1,192.170.0.2,192.170.0.1,
0,N/A,Control_Packet,TCP_ACK,NODE-5,NODE-2,ROUTER-1,NODE-2,N/A,2620046.160,2620056.440,2620056.440,2620056.440,2620061.720,2620066.720,N/A,0.000,20.000,40.000,66.000,0.000,Successful,192.170.0.2:36934,192.168.0.2:82,4381,6,21122,False,True,False,0,192.170.0.2,192.168.0.2,192.168.0.1,192.168.0.2,
133,0,Voice,App1_VOICE,NODE-2,NODE-5,NODE-2,ROUTER-1,2640000.000,2640000.000,2640000.000,2640000.000,2640000.000,2640018.080,2640023.080,160.000,160.000,180.000,200.000,226.000,0.000,Successful,192.168.0.2:82,192.168.0.1:36934,18260,21122,0,False,False,False,160,192.168.0.2,192.168.0.1,192.168.0.2,192.168.0.1,
133,0,Voice,App1_VOICE,NODE-2,NODE-5,ROUTER-1,NODE-5,2640000.000,2640000.000,2640023.080,2640023.080,2640023.080,2640041.160,2640046.160,160.000,160.000,180.000,200.000,226.000,0.000,Successful,192.168.0.2:82,192.170.0.2:36934,18260,21122,0,False,False,False,160,192.168.0.2,192.170.0.2,192.170.0.1,192.170.0.2,
0,N/A,Control_Packet,TCP_ACK,NODE-5,NODE-2,NODE-5,ROUTER-1,N/A,2640046.160,2640046.160,2640046.160,2640046.160,2640051.440,2640056.440,N/A,0.000,20.000,40.000,66.000,0.000,Successful,192.170.0.2:36934,192.170.0.1:82,4381,6,21282,False,True,False,0,192.170.0.2,192.170.0.1,192.170.0.2,192.170.0.1,
0,N/A,Control_Packet,TCP_ACK,NODE-5,NODE-2,ROUTER-1,NODE-2,N/A,2640046.160,2640056.440,2640056.440,2640056.440,2640061.720,2640066.720,N/A,0.000,20.000,40.000,66.000,0.000,Successful,192.170.0.2:36934,192.168.0.2:82,4381,6,21282,False,True,False,0,192.170.0.2,192.168.0.2,192.168.0.1,192.168.0.2,
134,0,Voice,App1_VOICE,NODE-2,NODE-5,NODE-2,ROUTER-1,2660000.000,2660000.000,2660000.000,2660000.000,2660000.000,2660018.080,2660023.080,160.000,160.000,180.000,200.000,226.000,0.000,Successful,192.168.0.2:82,192.168.0.1:36934,18420,21282,0,False,False,False,160,192.168.0.2,192.168.0.1,192.168.0.2,192.168.0.1,
134,0,Voice,App1_VOICE,NODE-2,NODE-5,ROUTER-1,NODE-5,2660000.000,2660000.000,2660023.080,2660023.080,2660023.080,2660041.160,2660046.160,160.000,160.000,180.000,200.000,226.000,0.000,Successful,192.168.0.2:82,192.170.0.2:36934,18420,21282,0,False,False,False,160,192.168.0.2,192.170.0.2,192.170.0.1,192.170.0.2,
0,N/A,Control_Packet,TCP_ACK,NODE-5,NODE-2,NODE-5,ROUTER-1,N/A,2660046.160,2660046.160,2660046.160,2660046.160,2660051.440,2660056.440,N/A,0.000,20.000,40.000,66.000,0.000,Successful,192.170.0.2:36934,192.170.0.1:82,4381,6,21442,False,True,False,0,192.170.0.2,192.170.0.1,192.170.0.2,192.170.0.1,
0,N/A,Control_Packet,TCP_ACK,NODE-5,NODE-2,ROUTER-1,NODE-2,N/A,2660046.160,2660056.440,2660056.440,2660056.440,2660061.720,2660066.720,N/A,0.000,20.000,40.000,66.000,0.000,Successful,192.170.0.2:36934,192.168.0.2:82,4381,6,21442,False,True,False,0,192.170.0.2,192.168.0.2,192.168.0.1,192.168.0.2,
135,0,Voice,App1_VOICE,NODE-2,NODE-5,NODE-2,ROUTER-1,2680000.000,2680000.000,2680000.000,2680000.000,2680000.000,2680018.080,2680023.080,160.000,160.000,180.000,200.000,226.000,0.000,Successful,192.168.0.2:82,192.168.0.1:36934,18580,21442,0,False,False,False,160,192.168.0.2,192.168.0.1,192.168.0.2,192.168.0.1,
135,0,Voice,App1_VOICE,NODE-2,NODE-5,ROUTER-1,NODE-5,2680000.000,2680000.000,2680023.080,2680023.080,2680023.080,2680041.160,2680046.160,160.000,160.000,180.000,200.000,226.000,0.000,Successful,192.168.0.2:82,192.170.0.2:36934,18580,21442,0,False,False,False,160,192.168.0.2,192.170.0.2,192.170.0.1,192.170.0.2,
0,N/A,Control_Packet,TCP_ACK,NODE-5,NODE-2,NODE-5,ROUTER-1,N/A,2680046.160,2680046.160,2680046.160,2680046.160,2680051.440,2680056.440,N/A,0.000,20.000,40.000,66.000,0.000,Successful,192.170.0.2:36934,192.170.0.1:82,4381,6,21602,False,True,False,0,192.170.0.2,192.170.0.1,192.170.0.2,192.170.0.1,
0,N/A,Control_Packet,TCP_ACK,NODE-5,NODE-2,ROUTER-1,NODE-2,N/A,2680046.160,2680056.440,2680056.440,2680056.440,2680061.720,2680066.720,N/A,0.000,20.000,40.000,66.000,0.000,Successful,192.170.0.2:36934,192.168.0.2:82,4381,6,21602,False,True,False,0,192.170.0.2,192.168.0.2,192.168.0.1,192.168.0.2,
136,0,Voice,App1_VOICE,NODE-2,NODE-5,NODE-2,ROUTER-1,2700000.000,2700000.000,2700000.000,2700000.000,2700000.000,2700018.080,2700023.080,160.000,160.000,180.000,200.000,226.000,0.000,Successful,192.168.0.2:82,192.168.0.1:36934,18740,21602,0,False,False,False,160,192.168.0.2,192.168.0.1,192.168.0.2,192.168.0.1,
136,0,Voice,App1_VOICE,NODE-2,NODE-5,ROUTER-1,NODE-5,2700000.000,2700000.000,2700023.080,2700023.080,2700023.080,2700041.160,2700046.160,160.000,160.000,180.000,200.000,226.000,0.000,Successful,192.168.0.2:82,192.170.0.2:36934,18740,21602,0,False,False,False,160,192.168.0.2,192.170.0.2,192.170.0.1,192.170.0.2,
0,N/A,Control_Packet,TCP_ACK,NODE-5,NODE-2,NODE-5,ROUTER-1,N/A,2700046.160,2700046.160,2700046.160,2700046.160,2700051.440,2700056.440,N/A,0.000,20.000,40.000,66.000,0.000,Successful,192.170.0.2:36934,192.170.0.1:82,4381,6,21762,False,True,False,0,192.170.0.2,192.170.0.1,192.170.0.2,192.170.0.1,
0,N/A,Control_Packet,TCP_ACK,NODE-5,NODE-2,ROUTER-1,NODE-2,N/A,2700046.160,2700056.440,2700056.440,2700056.440,2700061.720,2700066.720,N/A,0.000,20.000,40.000,66.000,0.000,Successful,192.170.0.2:36934,192.168.0.2:82,4381,6,21762,False,True,False,0,192.170.0.2,192.168.0.2,192.168.0.1,192.168.0.2,
137,0,Voice,App1_VOICE,NODE-2,NODE-5,NODE-2,ROUTER-1,2720000.000,2720000.000,2720000.000,2720000.000,2720000.000,2720018.080,2720023.080,160.000,160.000,180.000,200.000,226.000,0.000,Successful,192.168.0.2:82,192.168.0.1:36934,18900,21762,0,False,False,False,160,192.168.0.2,192.168.0.1,192.168.0.2,192.168.0.1,
137,0,Voice,App1_VOICE,NODE-2,NODE-5,ROUTER-1,NODE-5,2720000.000,2720000.000,2720023.080,2720023.080,2720023.080,2720041.160,2720046.160,160.000,160.000,180.000,200.000,226.000,0.000,Successful,192.168.0.2:82,192.170.0.2:36934,18900,21762,0,False,False,False,160,192.168.0.2,192.170.0.2,192.170.0.1,192.170.0.2,
0,N/A,Control_Packet,TCP_ACK,NODE-5,NODE-2,NODE-5,ROUTER-1,N/A,2720046.160,2720046.160,2720046.160,2720046.160,2720051.440,2720056.440,N/A,0.000,20.000,40.000,66.000,0.000,Successful,192.170.0.2:36934,192.170.0.1:82,4381,6,21922,False,True,False,0,192.170.0.2,192.170.0.1,192.170.0.2,192.170.0.1,
0,N/A,Control_Packet,TCP_ACK,NODE-5,NODE-2,ROUTER-1,NODE-2,N/A,2720046.160,2720056.440,2720056.440,2720056.440,2720061.720,2720066.720,N/A,0.000,20.000,40.000,66.000,0.000,Successful,192.170.0.2:36934,192.168.0.2:82,4381,6,21922,False,True,False,0,192.170.0.2,192.168.0.2,192.168.0.1,192.168.0.2,
138,0,Voice,App1_VOICE,NODE-2,NODE-5,NODE-2,ROUTER-1,2740000.000,2740000.000,2740000.000,2740000.000,2740000.000,2740018.080,2740023.080,160.000,160.000,180.000,200.000,226.000,0.000,Successful,192.168.0.2:82,192.168.0.1:36934,19060,21922,0,False,False,False,160,192.168.0.2,192.168.0.1,192.168.0.2,192.168.0.1,
138,0,Voice,App1_VOICE,NODE-2,NODE-5,ROUTER-1,NODE-5,2740000.000,2740000.000,2740023.080,2740023.080,2740023.080,2740041.160,2740046.160,160.000,160.000,180.000,200.000,226.000,0.000,Successful,192.168.0.2:82,192.170.0.2:36934,19060,21922,0,False,False,False,160,192.168.0.2,192.170.0.2,192.170.0.1,192.170.0.2,
0,N/A,Control_Packet,TCP_ACK,NODE-5,NODE-2,NODE-5,ROUTER-1,N/A,2740046.160,2740046.160,2740046.160,2740046.160,2740051.440,2740056.440,N/A,0.000,20.000,40.000,66.000,0.000,Successful,192.170.0.2:36934,192.170.0.1:82,4381,6,22082,False,True,False,0,192.170.0.2,192.170.0.1,192.170.0.2,192.170.0.1,
0,N/A,Control_Packet,TCP_ACK,NODE-5,NODE-2,ROUTER-1,NODE-2,N/A,2740046.160,2740056.440,2740056.440,2740056.440,2740061.720,2740066.720,N/A,0.000,20.000,40.000,66.000,0.000,Successful,192.170.0.2:36934,192.168.0.2:82,4381,6,22082,False,True,False,0,192.170.0.2,192.168.0.2,192.168.0.1,192.168.0.2,
139,0,Voice,App1_VOICE,NODE-2,NODE-5,NODE-2,ROUTER-1,2760000.000,2760000.000,2760000.000,2760000.000,2760000.000,2760018.080,2760023.080,160.000,160.000,180.000,200.000,226.000,0.000,Successful,192.168.0.2:82,192.168.0.1:36934,19220,22082,0,False,False,False,160,192.168.0.2,192.168.0.1,192.168.0.2,192.168.0.1,
139,0,Voice,App1_VOICE,NODE-2,NODE-5,ROUTER-1,NODE-5,2760000.000,2760000.000,2760023.080,2760023.080,2760023.080,2760041.160,2760046.160,160.000,160.000,180.000,200.000,226.000,0.000,Successful,192.168.0.2:82,192.170.0.2:36934,19220,22082,0,False,False,False,160,192.168.0.2,192.170.0.2,192.170.0.1,192.170.0.2,
0,N/A,Control_Packet,TCP_ACK,NODE-5,NODE-2,NODE-5,ROUTER-1,N/A,2760046.160,2760046.160,2760046.160,2760046.160,2760051.440,2760056.440,N/A,0.000,20.000,40.000,66.000,0.000,Successful,192.170.0.2:36934,192.170.0.1:82,4381,6,22242,False,True,False,0,192.170.0.2,192.170.0.1,192.170.0.2,192.170.0.1,
0,N/A,Control_Packet,TCP_ACK,NODE-5,NODE-2,ROUTER-1,NODE-2,N/A,2760046.160,2760056.440,2760056.440,2760056.440,2760061.720,2760066.720,N/A,0.000,20.000,40.000,66.000,0.000,Successful,192.170.0.2:36934,192.168.0.2:82,4381,6,22242,False,True,False,0,192.170.0.2,192.168.0.2,192.168.0.1,192.168.0.2,
140,0,Voice,App1_VOICE,NODE-2,NODE-5,NODE-2,ROUTER-1,2780000.000,2780000.000,2780000.000,2780000.000,2780000.000,2780018.080,2780023.080,160.000,160.000,180.000,200.000,226.000,0.000,Successful,192.168.0.2:82,192.168.0.1:36934,19380,22242,0,False,False,False,160,192.168.0.2,192.168.0.1,192.168.0.2,192.168.0.1,
140,0,Voice,App1_VOICE,NODE-2,NODE-5,ROUTER-1,NODE-5,2780000.000,2780000.000,2780023.080,2780023.080,2780023.080,2780041.160,2780046.160,160.000,160.000,180.000,200.000,226.000,0.000,Successful,192.168.0.2:82,192.170.0.2:36934,19380,22242,0,False,False,False,160,192.168.0.2,192.170.0.2,192.170.0.1,192.170.0.2,
0,N/A,Control_Packet,TCP_ACK,NODE-5,NODE-2,NODE-5,ROUTER-1,N/A,2780046.160,2780046.160,2780046.160,2780046.160,2780051.440,2780056.440,N/A,0.000,20.000,40.000,66.000,0.000,Successful,192.170.0.2:36934,192.170.0.1:82,4381,6,22402,False,True,False,0,192.170.0.2,192.170.0.1,192.170.0.2,192.170.0.1,
0,N/A,Control_Packet,TCP_ACK,NODE-5,NODE-2,ROUTER-1,NODE-2,N/A,2780046.160,2780056.440,2780056.440,2780056.440,2780061.720,2780066.720,N/A,0.000,20.000,40.000,66.000,0.000,Successful,192.170.0.2:36934,192.168.0.2:82,4381,6,22402,False,True,False,0,192.170.0.2,192.168.0.2,192.168.0.1,192.168.0.2,
141,0,Voice,App1_VOICE,NODE-2,NODE-5,NODE-2,ROUTER-1,2800000.000,2800000.000,2800000.000,2800000.000,2800000.000,2800018.080,2800023.080,160.000,160.000,180.000,200.000,226.000,0.000,Successful,192.168.0.2:82,192.168.0.1:36934,19540,22402,0,False,False,False,160,192.168.0.2,192.168.0.1,192.168.0.2,192.168.0.1,
141,0,Voice,App1_VOICE,NODE-2,NODE-5,ROUTER-1,NODE-5,2800000.000,2800000.000,2800023.080,2800023.080,2800023.080,2800041.160,2800046.160,160.000,160.000,180.000,200.000,226.000,0.000,Successful,192.168.0.2:82,192.170.0.2:36934,19540,22402,0,False,False,False,160,192.168.0.2,192.170.0.2,192.170.0.1,192.170.0.2,
0,N/A,Control_Packet,TCP_ACK,NODE-5,NODE-2,NODE-5,ROUTER-1,N/A,2800046.160,2800046.160,2800046.160,2800046.160,2800051.440,2800056.440,N/A,0.000,20.000,40.000,66.000,0.000,Successful,192.170.0.2:36934,192.170.0.1:82,4381,6,22562,False,True,False,0,192.170.0.2,192.170.0.1,192.170.0.2,192.170.0.1,
0,N/A,Control_Packet,TCP_ACK,NODE-5,NODE-2,ROUTER-1,NODE-2,N/A,2800046.160,2800056.440,2800056.440,2800056.440,2800061.720,2800066.720,N/A,0.000,20.000,40.000,66.000,0.000,Successful,192.170.0.2:36934,192.168.0.2:82,4381,6,22562,False,True,False,0,192.170.0.2,192.168.0.2,192.168.0.1,192.168.0.2,
142,0,Voice,App1_VOICE,NODE-2,NODE-5,NODE-2,ROUTER-1,2820000.000,2820000.000,2820000.000,2820000.000,2820000.000,2820018.080,2820023.080,160.000,160.000,180.000,200.000,226.000,0.000,Successful,192.168.0.2:82,192.168.0.1:36934,19700,22562,0,False,False,False,160,192.168.0.2,192.168.0.1,192.168.0.2,192.168.0.1,
142,0,Voice,App1_VOICE,NODE-2,NODE-5,ROUTER-1,NODE-5,2820000.000,2820000.000,2820023.080,2820023.080,2820023.080,2820041.160,2820046.160,160.000,160.000,180.000,200.000,226.000,0.000,Successful,192.168.0.2:82,192.170.0.2:36934,19700,22562,0,False,False,False,160,192.168.0.2,192.170.0.2,192.170.0.1,192.170.0.2,
0,N/A,Control_Packet,TCP_ACK,NODE-5,NODE-2,NODE-5,ROUTER-1,N/A,2820046.160,2820046.160,2820046.160,2820046.160,2820051.440,2820056.440,N/A,0.000,20.000,40.000,66.000,0.000,Successful,192.170.0.2:36934,192.170.0.1:82,4381,6,22722,False,True,False,0,192.170.0.2,192.170.0.1,192.170.0.2,192.170.0.1,
0,N/A,Control_Packet,TCP_ACK,NODE-5,NODE-2,ROUTER-1,NODE-2,N/A,2820046.160,2820056.440,2820056.440,2820056.440,2820061.720,2820066.720,N/A,0.000,20.000,40.000,66.000,0.000,Successful,192.170.0.2:36934,192.168.0.2:82,4381,6,22722,False,True,False,0,192.170.0.2,192.168.0.2,192.168.0.1,192.168.0.2,
143,0,Voice,App1_VOICE,NODE-2,NODE-5,NODE-2,ROUTER-1,2840000.000,2840000.000,2840000.000,2840000.000,2840000.000,2840018.080,2840023.080,160.000,160.000,180.000,200.000,226.000,0.000,Successful,192.168.0.2:82,192.168.0.1:36934,19860,22722,0,False,False,False,160,192.168.0.2,192.168.0.1,192.168.0.2,192.168.0.1,
143,0,Voice,App1_VOICE,NODE-2,NODE-5,ROUTER-1,NODE-5,2840000.000,2840000.000,2840023.080,2840023.080,2840023.080,2840041.160,2840046.160,160.000,160.000,180.000,200.000,226.000,0.000,Successful,192.168.0.2:82,192.170.0.2:36934,19860,22722,0,False,False,False,160,192.168.0.2,192.170.0.2,192.170.0.1,192.170.0.2,
0,N/A,Control_Packet,TCP_ACK,NODE-5,NODE-2,NODE-5,ROUTER-1,N/A,2840046.160,2840046.160,2840046.160,2840046.160,2840051.440,2840056.440,N/A,0.000,20.000,40.000,66.000,0.000,Successful,192.170.0.2:36934,192.170.0.1:82,4381,6,22882,False,True,False,0,192.170.0.2,192.170.0.1,192.170.0.2,192.170.0.1,
0,N/A,Control_Packet,TCP_ACK,NODE-5,NODE-2,ROUTER-1,NODE-2,N/A,2840046.160,2840056.440,2840056.440,2840056.440,2840061.720,2840066.720,N/A,0.000,20.000,40.000,66.000,0.000,Successful,192.170.0.2:36934,192.168.0.2:82,4381,6,22882,False,True,False,0,192.170.0.2,192.168.0.2,192.168.0.1,192.168.0.2,
144,0,Voice,App1_VOICE,NODE-2,NODE-5,NODE-2,ROUTER-1,2860000.000,2860000.000,2860000.000,2860000.000,2860000.000,2860018.080,2860023.080,160.000,160.000,180.000,200.000,226.000,0.000,Successful,192.168.0.2:82,192.168.0.1:36934,20020,22882,0,False,False,False,160,192.168.0.2,192.168.0.1,192.168.0.2,192.168.0.1,
144,0,Voice,App1_VOICE,NODE-2,NODE-5,ROUTER-1,NODE-5,2860000.000,2860000.000,2860023.080,2860023.080,2860023.080,2860041.160,2860046.160,160.000,160.000,180.000,200.000,226.000,0.000,Successful,192.168.0.2:82,192.170.0.2:36934,20020,22882,0,False,False,False,160,192.168.0.2,192.170.0.2,192.170.0.1,192.170.0.2,
0,N/A,Control_Packet,TCP_ACK,NODE-5,NODE-2,NODE-5,ROUTER-1,N/A,2860046.160,2860046.160,2860046.160,2860046.160,2860051.440,2860056.440,N/A,0.000,20.000,40.000,66.000,0.000,Successful,192.170.0.2:36934,192.170.0.1:82,4381,6,23042,False,True,False,0,192.170.0.2,192.170.0.1,192.170.0.2,192.170.0.1,
0,N/A,Control_Packet,TCP_ACK,NODE-5,NODE-2,ROUTER-1,NODE-2,N/A,2860046.160,2860056.440,2860056.440,2860056.440,2860061.720,2860066.720,N/A,0.000,20.000,40.000,66.000,0.000,Successful,192.170.0.2:36934,192.168.0.2:82,4381,6,23042,False,True,False,0,192.170.0.2,192.168.0.2,192.168.0.1,192.168.0.2,
145,0,Voice,App1_VOICE,NODE-2,NODE-5,NODE-2,ROUTER-1,2880000.000,2880000.000,2880000.000,2880000.000,2880000.000,2880018.080,2880023.080,160.000,160.000,180.000,200.000,226.000,0.000,Successful,192.168.0.2:82,192.168.0.1:36934,20180,23042,0,False,False,False,160,192.168.0.2,192.168.0.1,192.168.0.2,192.168.0.1,
145,0,Voice,App1_VOICE,NODE-2,NODE-5,ROUTER-1,NODE-5,2880000.000,2880000.000,2880023.080,2880023.080,2880023.080,2880041.160,2880046.160,160.000,160.000,180.000,200.000,226.000,0.000,Successful,192.168.0.2:82,192.170.0.2:36934,20180,23042,0,False,False,False,160,192.168.0.2,192.170.0.2,192.170.0.1,192.170.0.2,
