Link Id,Link Type,Link Medium,Packet Id,Transmitter,Receiver,Packet Size(Bytes),Physical Out Time(ms),Physical In Time(ms),Throughput(Mbps),
1,P2P,Wired,133,WIRED_NODE_2,ROUTER_1,226.000000,2640.018080,2640.023080,-1,
3,P2P,Wired,133,ROUTER_1,WIRED_NODE_5,226.000000,2640.041160,2640.046160,-1,
3,P2P,Wired,0,WIRED_NODE_5,ROUTER_1,66.000000,2640.051440,2640.056440,-1,
1,P2P,Wired,0,ROUTER_1,WIRED_NODE_2,66.000000,2640.061720,2640.066720,-1,
1,P2P,Wired,134,WIRED_NODE_2,ROUTER_1,226.000000,2660.018080,2660.023080,-1,
3,P2P,Wired,134,ROUTER_1,WIRED_NODE_5,226.000000,2660.041160,2660.046160,-1,
3,P2P,Wired,0,WIRED_NODE_5,ROUTER_1,66.000000,2660.051440,2660.056440,-1,
1,P2P,Wired,0,ROUTER_1,WIRED_NODE_2,66.000000,2660.061720,2660.066720,-1,
1,P2P,Wired,135,WIRED_NODE_2,ROUTER_1,226.000000,2680.018080,2680.023080,-1,
3,P2P,Wired,135,ROUTER_1,WIRED_NODE_5,226.000000,2680.041160,2680.046160,-1,
3,P2P,Wired,0,WIRED_NODE_5,ROUTER_1,66.000000,2680.051440,2680.056440,-1,
1,P2P,Wired,0,ROUTER_1,WIRED_NODE_2,66.000000,2680.061720,2680.066720,-1,
1,P2P,Wired,136,WIRED_NODE_2,ROUTER_1,226.000000,2700.018080,2700.023080,-1,
3,P2P,Wired,136,ROUTER_1,WIRED_NODE_5,226.000000,2700.041160,2700.046160,-1,
3,P2P,Wired,0,WIRED_NODE_5,ROUTER_1,66.000000,2700.051440,2700.056440,-1,
1,P2P,Wired,0,ROUTER_1,WIRED_NODE_2,66.000000,2700.061720,2700.066720,-1,
1,P2P,Wired,137,WIRED_NODE_2,ROUTER_1,226.000000,2720.018080,2720.023080,-1,
3,P2P,Wired,137,ROUTER_1,WIRED_NODE_5,226.000000,2720.041160,2720.046160,-1,
3,P2P,Wired,0,WIRED_NODE_5,ROUTER_1,66.000000,2720.051440,2720.056440,-1,
1,P2P,Wired,0,ROUTER_1,WIRED_NODE_2,66.000000,2720.061720,2720.066720,-1,
1,P2P,Wired,138,WIRED_NODE_2,ROUTER_1,226.000000,2740.018080,2740.023080,-1,
3,P2P,Wired,138,ROUTER_1,WIRED_NODE_5,226.000000,2740.041160,2740.046160,-1,
3,P2P,Wired,0,WIRED_NODE_5,ROUTER_1,66.000000,2740.051440,2740.056440,-1,
1,P2P,Wired,0,ROUTER_1,WIRED_NODE_2,66.000000,2740.061720,2740.066720,-1,
1,P2P,Wired,139,WIRED_NODE_2,ROUTER_1,226.000000,2760.018080,2760.023080,-1,
3,P2P,Wired,139,ROUTER_1,WIRED_NODE_5,226.000000,2760.041160,2760.046160,-1,
3,P2P,Wired,0,WIRED_NODE_5,ROUTER_1,66.000000,2760.051440,2760.056440,-1,
1,P2P,Wired,0,ROUTER_1,WIRED_NODE_2,66.000000,2760.061720,2760.066720,-1,
1,P2P,Wired,140,WIRED_NODE_2,ROUTER_1,226.000000,2780.018080,2780.023080,-1,
3,P2P,Wired,140,ROUTER_1,WIRED_NODE_5,226.000000,2780.041160,2780.046160,-1,
3,P2P,Wired,0,WIRED_NODE_5,ROUTER_1,66.000000,2780.051440,2780.056440,-1,
1,P2P,Wired,0,ROUTER_1,WIRED_NODE_2,66.000000,2780.061720,2780.066720,-1,
1,P2P,Wired,141,WIRED_NODE_2,ROUTER_1,226.000000,2800.018080,2800.023080,-1,
3,P2P,Wired,141,ROUTER_1,WIRED_NODE_5,226.000000,2800.041160,2800.046160,-1,
3,P2P,Wired,0,WIRED_NODE_5,ROUTER_1,66.000000,2800.051440,2800.056440,-1,
1,P2P,Wired,0,ROUTER_1,WIRED_NODE_2,66.000000,2800.061720,2800.066720,-1,
1,P2P,Wired,142,WIRED_NODE_2,ROUTER_1,226.000000,2820.018080,2820.023080,-1,
3,P2P,Wired,142,ROUTER_1,WIRED_NODE_5,226.000000,2820.041160,2820.046160,-1,
3,P2P,Wired,0,WIRED_NODE_5,ROUTER_1,66.000000,2820.051440,2820.056440,-1,
1,P2P,Wired,0,ROUTER_1,WIRED_NODE_2,66.000000,2820.061720,2820.066720,-1,
1,P2P,Wired,143,WIRED_NODE_2,ROUTER_1,226.000000,2840.018080,2840.023080,-1,
3,P2P,Wired,143,ROUTER_1,WIRED_NODE_5,226.000000,2840.041160,2840.046160,-1,
3,P2P,Wired,0,WIRED_NODE_5,ROUTER_1,66.000000,2840.051440,2840.056440,-1,
1,P2P,Wired,0,ROUTER_1,WIRED_NODE_2,66.000000,2840.061720,2840.066720,-1,
1,P2P,Wired,144,WIRED_NODE_2,ROUTER_1,226.000000,2860.018080,2860.023080,-1,
3,P2P,Wired,144,ROUTER_1,WIRED_NODE_5,226.000000,2860.041160,2860.046160,-1,
3,P2P,Wired,0,WIRED_NODE_5,ROUTER_1,66.000000,2860.051440,2860.056440,-1,
1,P2P,Wired,0,ROUTER_1,WIRED_NODE_2,66.000000,2860.061720,2860.066720,-1,
1,P2P,Wired,145,WIRED_NODE_2,ROUTER_1,226.000000,2880.018080,2880.023080,-1,
3,P2P,Wired,145,ROUTER_1,WIRED_NODE_5,226.000000,2880.041160,2880.046160,-1,
3,P2P,Wired,0,WIRED_NODE_5,ROUTER_1,66.000000,2880.051440,2880.056440,-1,
1,P2P,Wired,0,ROUTER_1,WIRED_NODE_2,66.000000,2880.061720,2880.066720,-1,
1,P2P,Wired,146,WIRED_NODE_2,ROUTER_1,226.000000,2900.018080,2900.023080,-1,
3,P2P,Wired,146,ROUTER_1,WIRED_NODE_5,226.000000,2900.041160,2900.046160,-1,
3,P2P,Wired,0,WIRED_NODE_5,ROUTER_1,66.000000,2900.051440,2900.056440,-1,
1,P2P,Wired,0,ROUTER_1,WIRED_NODE_2,66.000000,2900.061720,2900.066720,-1,
1,P2P,Wired,147,WIRED_NODE_2,ROUTER_1,226.000000,2920.018080,2920.023080,-1,
3,P2P,Wired,147,ROUTER_1,WIRED_NODE_5,226.000000,2920.041160,2920.046160,-1,
3,P2P,Wired,0,WIRED_NODE_5,ROUTER_1,66.000000,2920.051440,2920.056440,-1,
1,P2P,Wired,0,ROUTER_1,WIRED_NODE_2,66.000000,2920.061720,2920.066720,-1,
1,P2P,Wired,148,WIRED_NODE_2,ROUTER_1,226.000000,2940.018080,2940.023080,-1,
3,P2P,Wired,148,ROUTER_1,WIRED_NODE_5,226.000000,2940.041160,2940.046160,-1,
3,P2P,Wired,0,WIRED_NODE_5,ROUTER_1,66.000000,2940.051440,2940.056440,-1,
1,P2P,Wired,0,ROUTER_1,WIRED_NODE_2,66.000000,2940.061720,2940.066720,-1,
1,P2P,Wired,149,WIRED_NODE_2,ROUTER_1,226.000000,2960.018080,2960.023080,-1,
3,P2P,Wired,149,ROUTER_1,WIRED_NODE_5,226.000000,2960.041160,2960.046160,-1,
3,P2P,Wired,0,WIRED_NODE_5,ROUTER_1,66.000000,2960.051440,2960.056440,-1,
1,P2P,Wired,0,ROUTER_1,WIRED_NODE_2,66.000000,2960.061720,2960.066720,-1,
1,P2P,Wired,150,WIRED_NODE_2,ROUTER_1,226.000000,2980.018080,2980.023080,-1,
3,P2P,Wired,150,ROUTER_1,WIRED_NODE_5,226.000000,2980.041160,2980.046160,-1,
3,P2P,Wired,0,WIRED_NODE_5,ROUTER_1,66.000000,2980.051440,2980.056440,-1,
1,P2P,Wired,0,ROUTER_1,WIRED_NODE_2,66.000000,2980.061720,2980.066720,-1,
1,P2P,Wired,151,WIRED_NODE_2,ROUTER_1,226.000000,3000.018080,3000.023080,-1,
3,P2P,Wired,151,ROUTER_1,WIRED_NODE_5,226.000000,3000.041160,3000.046160,-1,
3,P2P,Wired,0,WIRED_NODE_5,ROUTER_1,66.000000,3000.051440,3000.056440,-1,
1,P2P,Wired,0,ROUTER_1,WIRED_NODE_2,66.000000,3000.061720,3000.066720,-1,
1,P2P,Wired,152,WIRED_NODE_2,ROUTER_1,226.000000,3020.018080,3020.023080,-1,
3,P2P,Wired,152,ROUTER_1,WIRED_NODE_5,226.000000,3020.041160,3020.046160,-1,
3,P2P,Wired,0,WIRED_NODE_5,ROUTER_1,66.000000,3020.051440,3020.056440,-1,
1,P2P,Wired,0,ROUTER_1,WIRED_NODE_2,66.000000,3020.061720,3020.066720,-1,
1,P2P,Wired,153,WIRED_NODE_2,ROUTER_1,226.000000,3040.018080,3040.023080,-1,
3,P2P,Wired,153,ROUTER_1,WIRED_NODE_5,226.000000,3040.041160,3040.046160,-1,
3,P2P,Wired,0,WIRED_NODE_5,ROUTER_1,66.000000,3040.051440,3040.056440,-1,
1,P2P,Wired,0,ROUTER_1,WIRED_NODE_2,66.000000,3040.061720,3040.066720,-1,
1,P2P,Wired,154,WIRED_NODE_2,ROUTER_1,226.000000,3060.018080,3060.023080,-1,
3,P2P,Wired,154,ROUTER_1,WIRED_NODE_5,226.000000,3060.041160,3060.046160,-1,
3,P2P,Wired,0,WIRED_NODE_5,ROUTER_1,66.000000,3060.051440,3060.056440,-1,
1,P2P,Wired,0,ROUTER_1,WIRED_NODE_2,66.000000,3060.061720,3060.066720,-1,
1,P2P,Wired,155,WIRED_NODE_2,ROUTER_1,226.000000,3080.018080,3080.023080,-1,
3,P2P,Wired,155,ROUTER_1,WIRED_NODE_5,226.000000,3080.041160,3080.046160,-1,
3,P2P,Wired,0,WIRED_NODE_5,ROUTER_1,66.000000,3080.051440,3080.056440,-1,
1,P2P,Wired,0,ROUTER_1,WIRED_NODE_2,66.000000,3080.061720,3080.066720,-1,
1,P2P,Wired,156,WIRED_NODE_2,ROUTER_1,226.000000,3100.018080,3100.023080,-1,
3,P2P,Wired,156,ROUTER_1,WIRED_NODE_5,226.000000,3100.041160,3100.046160,-1,
3,P2P,Wired,0,WIRED_NODE_5,ROUTER_1,66.000000,3100.051440,3100.056440,-1,
1,P2P,Wired,0,ROUTER_1,WIRED_NODE_2,66.000000,3100.061720,3100.066720,-1,
1,P2P,Wired,157,WIRED_NODE_2,ROUTER_1,226.000000,3120.018080,3120.023080,-1,
3,P2P,Wired,157,ROUTER_1,WIRED_NODE_5,226.000000,3120.041160,3120.046160,-1,
3,P2P,Wired,0,WIRED_NODE_5,ROUTER_1,66.000000,3120.051440,3120.056440,-1,
1,P2P,Wired,0,ROUTER_1,WIRED_NODE_2,66.000000,3120.061720,3120.066720,-1,
1,P2P,Wired,158,WIRED_NODE_2,ROUTER_1,226.000000,3140.018080,3140.023080,-1,
3,P2P,Wired,158,ROUTER_1,WIRED_NODE_5,226.000000,3140.041160,3140.046160,-1,
3,P2P,Wired,0,WIRED_NODE_5,ROUTER_1,66.000000,3140.051440,3140.056440,-1,
1,P2P,Wired,0,ROUTER_1,WIRED_NODE_2,66.000000,3140.061720,3140.066720,-1,
1,P2P,Wired,159,WIRED_NODE_2,ROUTER_1,226.000000,3160.018080,3160.023080,-1,
3,P2P,Wired,159,ROUTER_1,WIRED_NODE_5,226.000000,3160.041160,3160.046160,-1,
3,P2P,Wired,0,WIRED_NODE_5,ROUTER_1,66.000000,3160.051440,3160.056440,-1,
1,P2P,Wired,0,ROUTER_1,WIRED_NODE_2,66.000000,3160.061720,3160.066720,-1,
1,P2P,Wired,160,WIRED_NODE_2,ROUTER_1,226.000000,3180.018080,3180.023080,-1,
3,P2P,Wired,160,ROUTER_1,WIRED_NODE_5,226.000000,3180.041160,3180.046160,-1,
3,P2P,Wired,0,WIRED_NODE_5,ROUTER_1,66.000000,3180.051440,3180.056440,-1,
1,P2P,Wired,0,ROUTER_1,WIRED_NODE_2,66.000000,3180.061720,3180.066720,-1,
1,P2P,Wired,161,WIRED_NODE_2,ROUTER_1,226.000000,3200.018080,3200.023080,-1,
3,P2P,Wired,161,ROUTER_1,WIRED_NODE_5,226.000000,3200.041160,3200.046160,-1,
3,P2P,Wired,0,WIRED_NODE_5,ROUTER_1,66.000000,3200.051440,3200.056440,-1,
1,P2P,Wired,0,ROUTER_1,WIRED_NODE_2,66.000000,3200.061720,3200.066720,-1,
1,P2P,Wired,162,WIRED_NODE_2,ROUTER_1,226.000000,3220.018080,3220.023080,-1,
3,P2P,Wired,162,ROUTER_1,WIRED_NODE_5,226.000000,3220.041160,3220.046160,-1,
3,P2P,Wired,0,WIRED_NODE_5,ROUTER_1,66.000000,3220.051440,3220.056440,-1,
1,P2P,Wired,0,ROUTER_1,WIRED_NODE_2,66.000000,3220.061720,3220.066720,-1,
1,P2P,Wired,163,WIRED_NODE_2,ROUTER_1,226.000000,3240.018080,3240.023080,-1,
3,P2P,Wired,163,ROUTER_1,WIRED_NODE_5,226.000000,3240.041160,3240.046160,-1,
3,P2P,Wired,0,WIRED_NODE_5,ROUTER_1,66.000000,3240.051440,3240.056440,-1,
1,P2P,Wired,0,ROUTER_1,WIRED_NODE_2,66.000000,3240.061720,3240.066720,-1,
1,P2P,Wired,164,WIRED_NODE_2,ROUTER_1,226.000000,3260.018080,3260.023080,-1,
3,P2P,Wired,164,ROUTER_1,WIRED_NODE_5,226.000000,3260.041160,3260.046160,-1,
3,P2P,Wired,0,WIRED_NODE_5,ROUTER_1,66.000000,3260.051440,3260.056440,-1,
1,P2P,Wired,0,ROUTER_1,WIRED_NODE_2,66.000000,3260.061720,3260.066720,-1,
1,P2P,Wired,165,WIRED_NODE_2,ROUTER_1,226.000000,3280.018080,3280.023080,-1,
3,P2P,Wired,165,ROUTER_1,WIRED_NODE_5,226.000000,3280.041160,3280.046160,-1,
3,P2P,Wired,0,WIRED_NODE_5,ROUTER_1,66.000000,3280.051440,3280.056440,-1,
1,P2P,Wired,0,ROUTER_1,WIRED_NODE_2,66.000000,3280.061720,3280.066720,-1,
1,P2P,Wired,166,WIRED_NODE_2,ROUTER_1,226.000000,3300.018080,3300.023080,-1,
3,P2P,Wired,166,ROUTER_1,WIRED_NODE_5,226.000000,3300.041160,3300.046160,-1,
3,P2P,Wired,0,WIRED_NODE_5,ROUTER_1,66.000000,3300.051440,3300.056440,-1,
1,P2P,Wired,0,ROUTER_1,WIRED_NODE_2,66.000000,3300.061720,3300.066720,-1,
1,P2P,Wired,167,WIRED_NODE_2,ROUTER_1,226.000000,3320.018080,3320.023080,-1,
3,P2P,Wired,167,ROUTER_1,WIRED_NODE_5,226.000000,3320.041160,3320.046160,-1,
3,P2P,Wired,0,WIRED_NODE_5,ROUTER_1,66.000000,3320.051440,3320.056440,-1,
1,P2P,Wired,0,ROUTER_1,WIRED_NODE_2,66.000000,3320.061720,3320.066720,-1,
1,P2P,Wired,168,WIRED_NODE_2,ROUTER_1,226.000000,3340.018080,3340.023080,-1,
3,P2P,Wired,168,ROUTER_1,WIRED_NODE_5,226.000000,3340.041160,3340.046160,-1,
3,P2P,Wired,0,WIRED_NODE_5,ROUTER_1,66.000000,3340.051440,3340.056440,-1,
1,P2P,Wired,0,ROUTER_1,WIRED_NODE_2,66.000000,3340.061720,3340.066720,-1,
1,P2P,Wired,169,WIRED_NODE_2,ROUTER_1,226.000000,3360.018080,3360.023080,-1,
3,P2P,Wired,169,ROUTER_1,WIRED_NODE_5,226.000000,3360.041160,3360.046160,-1,
3,P2P,Wired,0,WIRED_NODE_5,ROUTER_1,66.000000,3360.051440,3360.056440,-1,
1,P2P,Wired,0,ROUTER_1,WIRED_NODE_2,66.000000,3360.061720,3360.066720,-1,
1,P2P,Wired,170,WIRED_NODE_2,ROUTER_1,226.000000,3380.018080,3380.023080,-1,
3,P2P,Wired,170,ROUTER_1,WIRED_NODE_5,226.000000,3380.041160,3380.046160,-1,
3,P2P,Wired,0,WIRED_NODE_5,ROUTER_1,66.000000,3380.051440,3380.056440,-1,
1,P2P,Wired,0,ROUTER_1,WIRED_NODE_2,66.000000,3380.061720,3380.066720,-1,
1,P2P,Wired,171,WIRED_NODE_2,ROUTER_1,226.000000,3400.018080,3400.023080,-1,
3,P2P,Wired,171,ROUTER_1,WIRED_NODE_5,226.000000,3400.041160,3400.046160,-1,
3,P2P,Wired,0,WIRED_NODE_5,ROUTER_1,66.000000,3400.051440,3400.056440,-1,
1,P2P,Wired,0,ROUTER_1,WIRED_NODE_2,66.000000,3400.061720,3400.066720,-1,
1,P2P,Wired,172,WIRED_NODE_2,ROUTER_1,226.000000,3420.018080,3420.023080,-1,
3,P2P,Wired,172,ROUTER_1,WIRED_NODE_5,226.000000,3420.041160,3420.046160,-1,
3,P2P,Wired,0,WIRED_NODE_5,ROUTER_1,66.000000,3420.051440,3420.056440,-1,
1,P2P,Wired,0,ROUTER_1,WIRED_NODE_2,66.000000,3420.061720,3420.066720,-1,
1,P2P,Wired,173,WIRED_NODE_2,ROUTER_1,226.000000,3440.018080,3440.023080,-1,
3,P2P,Wired,173,ROUTER_1,WIRED_NODE_5,226.000000,3440.041160,3440.046160,-1,
3,P2P,Wired,0,WIRED_NODE_5,ROUTER_1,66.000000,3440.051440,3440.056440,-1,
1,P2P,Wired,0,ROUTER_1,WIRED_NODE_2,66.000000,3440.061720,3440.066720,-1,
1,P2P,Wired,174,WIRED_NODE_2,ROUTER_1,226.000000,3460.018080,3460.023080,-1,
3,P2P,Wired,174,ROUTER_1,WIRED_NODE_5,226.000000,3460.041160,3460.046160,-1,
3,P2P,Wired,0,WIRED_NODE_5,ROUTER_1,66.000000,3460.051440,3460.056440,-1,
1,P2P,Wired,0,ROUTER_1,WIRED_NODE_2,66.000000,3460.061720,3460.066720,-1,
1,P2P,Wired,175,WIRED_NODE_2,ROUTER_1,226.000000,3480.018080,3480.023080,-1,
3,P2P,Wired,175,ROUTER_1,WIRED_NODE_5,226.000000,3480.041160,3480.046160,-1,
3,P2P,Wired,0,WIRED_NODE_5,ROUTER_1,66.000000,3480.051440,3480.056440,-1,
1,P2P,Wired,0,ROUTER_1,WIRED_NODE_2,66.000000,3480.061720,3480.066720,-1,
1,P2P,Wired,176,WIRED_NODE_2,ROUTER_1,226.000000,3500.018080,3500.023080,-1,
3,P2P,Wired,176,ROUTER_1,WIRED_NODE_5,226.000000,3500.041160,3500.046160,-1,
3,P2P,Wired,0,WIRED_NODE_5,ROUTER_1,66.000000,3500.051440,3500.056440,-1,
1,P2P,Wired,0,ROUTER_1,WIRED_NODE_2,66.000000,3500.061720,3500.066720,-1,
1,P2P,Wired,177,WIRED_NODE_2,ROUTER_1,226.000000,3520.018080,3520.023080,-1,
3,P2P,Wired,177,ROUTER_1,WIRED_NODE_5,226.000000,3520.041160,3520.046160,-1,
3,P2P,Wired,0,WIRED_NODE_5,ROUTER_1,66.000000,3520.051440,3520.056440,-1,
1,P2P,Wired,0,ROUTER_1,WIRED_NODE_2,66.000000,3520.061720,3520.066720,-1,
1,P2P,Wired,178,WIRED_NODE_2,ROUTER_1,226.000000,3540.018080,3540.023080,-1,
3,P2P,Wired,178,ROUTER_1,WIRED_NODE_5,226.000000,3540.041160,3540.046160,-1,
3,P2P,Wired,0,WIRED_NODE_5,ROUTER_1,66.000000,3540.051440,3540.056440,-1,
1,P2P,Wired,0,ROUTER_1,WIRED_NODE_2,66.000000,3540.061720,3540.066720,-1,
1,P2P,Wired,179,WIRED_NODE_2,ROUTER_1,226.000000,3560.018080,3560.023080,-1,
3,P2P,Wired,179,ROUTER_1,WIRED_NODE_5,226.000000,3560.041160,3560.046160,-1,
3,P2P,Wired,0,WIRED_NODE_5,ROUTER_1,66.000000,3560.051440,3560.056440,-1,
1,P2P,Wired,0,ROUTER_1,WIRED_NODE_2,66.000000,3560.061720,3560.066720,-1,
1,P2P,Wired,180,WIRED_NODE_2,ROUTER_1,226.000000,3580.018080,3580.023080,-1,
3,P2P,Wired,180,ROUTER_1,WIRED_NODE_5,226.000000,3580.041160,3580.046160,-1,
3,P2P,Wired,0,WIRED_NODE_5,ROUTER_1,66.000000,3580.051440,3580.056440,-1,
1,P2P,Wired,0,ROUTER_1,WIRED_NODE_2,66.000000,3580.061720,3580.066720,-1,
1,P2P,Wired,181,WIRED_NODE_2,ROUTER_1,226.000000,3600.018080,3600.023080,-1,
3,P2P,Wired,181,ROUTER_1,WIRED_NODE_5,226.000000,3600.041160,3600.046160,-1,
3,P2P,Wired,0,WIRED_NODE_5,ROUTER_1,66.000000,3600.051440,3600.056440,-1,
1,P2P,Wired,0,ROUTER_1,WIRED_NODE_2,66.000000,3600.061720,3600.066720,-1,
1,P2P,Wired,182,WIRED_NODE_2,ROUTER_1,226.000000,3620.018080,3620.023080,-1,
3,P2P,Wired,182,ROUTER_1,WIRED_NODE_5,226.000000,3620.041160,3620.046160,-1,
3,P2P,Wired,0,WIRED_NODE_5,ROUTER_1,66.000000,3620.051440,3620.056440,-1,
1,P2P,Wired,0,ROUTER_1,WIRED_NODE_2,66.000000,3620.061720,3620.066720,-1,
1,P2P,Wired,183,WIRED_NODE_2,ROUTER_1,226.000000,3640.018080,3640.023080,-1,
3,P2P,Wired,183,ROUTER_1,WIRED_NODE_5,226.000000,3640.041160,3640.046160,-1,
3,P2P,Wired,0,WIRED_NODE_5,ROUTER_1,66.000000,3640.051440,3640.056440,-1,
1,P2P,Wired,0,ROUTER_1,WIRED_NODE_2,66.000000,3640.061720,3640.066720,-1,
1,P2P,Wired,184,WIRED_NODE_2,ROUTER_1,226.000000,3660.018080,3660.023080,-1,
3,P2P,Wired,184,ROUTER_1,WIRED_NODE_5,226.000000,3660.041160,3660.046160,-1,
3,P2P,Wired,0,WIRED_NODE_5,ROUTER_1,66.000000,3660.051440,3660.056440,-1,
1,P2P,Wired,0,ROUTER_1,WIRED_NODE_2,66.000000,3660.061720,3660.066720,-1,
1,P2P,Wired,185,WIRED_NODE_2,ROUTER_1,226.000000,3680.018080,3680.023080,-1,
3,P2P,Wired,185,ROUTER_1,WIRED_NODE_5,226.000000,3680.041160,3680.046160,-1,
3,P2P,Wired,0,WIRED_NODE_5,ROUTER_1,66.000000,3680.051440,3680.056440,-1,
1,P2P,Wired,0,ROUTER_1,WIRED_NODE_2,66.000000,3680.061720,3680.066720,-1,
1,P2P,Wired,186,WIRED_NODE_2,ROUTER_1,226.000000,3700.018080,3700.023080,-1,
3,P2P,Wired,186,ROUTER_1,WIRED_NODE_5,226.000000,3700.041160,3700.046160,-1,
3,P2P,Wired,0,WIRED_NODE_5,ROUTER_1,66.000000,3700.051440,3700.056440,-1,
1,P2P,Wired,0,ROUTER_1,WIRED_NODE_2,66.000000,3700.061720,3700.066720,-1,
1,P2P,Wired,187,WIRED_NODE_2,ROUTER_1,226.000000,3720.018080,3720.023080,-1,
3,P2P,Wired,187,ROUTER_1,WIRED_NODE_5,226.000000,3720.041160,3720.046160,-1,
3,P2P,Wired,0,WIRED_NODE_5,ROUTER_1,66.000000,3720.051440,3720.056440,-1,
1,P2P,Wired,0,ROUTER_1,WIRED_NODE_2,66.000000,3720.061720,3720.066720,-1,
1,P2P,Wired,188,WIRED_NODE_2,ROUTER_1,226.000000,3740.018080,3740.023080,-1,
3,P2P,Wired,188,ROUTER_1,WIRED_NODE_5,226.000000,3740.041160,3740.046160,-1,
3,P2P,Wired,0,WIRED_NODE_5,ROUTER_1,66.000000,3740.051440,3740.056440,-1,
1,P2P,Wired,0,ROUTER_1,WIRED_NODE_2,66.000000,3740.061720,3740.066720,-1,
1,P2P,Wired,189,WIRED_NODE_2,ROUTER_1,226.000000,3760.018080,3760.023080,-1,
3,P2P,Wired,189,ROUTER_1,WIRED_NODE_5,226.000000,3760.041160,3760.046160,-1,
3,P2P,Wired,0,WIRED_NODE_5,ROUTER_1,66.000000,3760.051440,3760.056440,-1,
1,P2P,Wired,0,ROUTER_1,WIRED_NODE_2,66.000000,3760.061720,3760.066720,-1,
1,P2P,Wired,190,WIRED_NODE_2,ROUTER_1,226.000000,3780.018080,3780.023080,-1,
3,P2P,Wired,190,ROUTER_1,WIRED_NODE_5,226.000000,3780.041160,3780.046160,-1,
3,P2P,Wired,0,WIRED_NODE_5,ROUTER_1,66.000000,3780.051440,3780.056440,-1,
1,P2P,Wired,0,ROUTER_1,WIRED_NODE_2,66.000000,3780.061720,3780.066720,-1,
1,P2P,Wired,191,WIRED_NODE_2,ROUTER_1,226.000000,3800.018080,3800.023080,-1,
3,P2P,Wired,191,ROUTER_1,WIRED_NODE_5,226.000000,3800.041160,3800.046160,-1,
3,P2P,Wired,0,WIRED_NODE_5,ROUTER_1,66.000000,3800.051440,3800.056440,-1,
1,P2P,Wired,0,ROUTER_1,WIRED_NODE_2,66.000000,3800.061720,3800.066720,-1,
1,P2P,Wired,192,WIRED_NODE_2,ROUTER_1,226.000000,3820.018080,3820.023080,-1,
3,P2P,Wired,192,ROUTER_1,WIRED_NODE_5,226.000000,3820.041160,3820.046160,-1,
3,P2P,Wired,0,WIRED_NODE_5,ROUTER_1,66.000000,3820.051440,3820.056440,-1,
1,P2P,Wired,0,ROUTER_1,WIRED_NODE_2,66.000000,3820.061720,3820.066720,-1,
1,P2P,Wired,193,WIRED_NODE_2,ROUTER_1,226.000000,3840.018080,3840.023080,-1,
3,P2P,Wired,193,ROUTER_1,WIRED_NODE_5,226.000000,3840.041160,3840.046160,-1,
3,P2P,Wired,0,WIRED_NODE_5,ROUTER_1,66.000000,3840.051440,3840.056440,-1,
1,P2P,Wired,0,ROUTER_1,WIRED_NODE_2,66.000000,3840.061720,3840.066720,-1,
1,P2P,Wired,194,WIRED_NODE_2,ROUTER_1,226.000000,3860.018080,3860.023080,-1,
3,P2P,Wired,194,ROUTER_1,WIRED_NODE_5,226.000000,3860.041160,3860.046160,-1,
3,P2P,Wired,0,WIRED_NODE_5,ROUTER_1,66.000000,3860.051440,3860.056440,-1,
1,P2P,Wired,0,ROUTER_1,WIRED_NODE_2,66.000000,3860.061720,3860.066720,-1,
1,P2P,Wired,195,WIRED_NODE_2,ROUTER_1,226.000000,3880.018080,3880.023080,-1,
3,P2P,Wired,195,ROUTER_1,WIRED_NODE_5,226.000000,3880.041160,3880.046160,-1,
3,P2P,Wired,0,WIRED_NODE_5,ROUTER_1,66.000000,3880.051440,3880.056440,-1,
1,P2P,Wired,0,ROUTER_1,WIRED_NODE_2,66.000000,3880.061720,3880.066720,-1,
1,P2P,Wired,196,WIRED_NODE_2,ROUTER_1,226.000000,3900.018080,3900.023080,-1,
3,P2P,Wired,196,ROUTER_1,WIRED_NODE_5,226.000000,3900.041160,3900.046160,-1,
3,P2P,Wired,0,WIRED_NODE_5,ROUTER_1,66.000000,3900.051440,3900.056440,-1,
1,P2P,Wired,0,ROUTER_1,WIRED_NODE_2,66.000000,3900.061720,3900.066720,-1,
1,P2P,Wired,197,WIRED_NODE_2,ROUTER_1,226.000000,3920.018080,3920.023080,-1,
3,P2P,Wired,197,ROUTER_1,WIRED_NODE_5,226.000000,3920.041160,3920.046160,-1,
3,P2P,Wired,0,WIRED_NODE_5,ROUTER_1,66.000000,3920.051440,3920.056440,-1,
1,P2P,Wired,0,ROUTER_1,WIRED_NODE_2,66.000000,3920.061720,3920.066720,-1,
1,P2P,Wired,198,WIRED_NODE_2,ROUTER_1,226.000000,3940.018080,3940.023080,-1,
3,P2P,Wired,198,ROUTER_1,WIRED_NODE_5,226.000000,3940.041160,3940.046160,-1,
3,P2P,Wired,0,WIRED_NODE_5,ROUTER_1,66.000000,3940.051440,3940.056440,-1,
1,P2P,Wired,0,ROUTER_1,WIRED_NODE_2,66.000000,3940.061720,3940.066720,-1,
1,P2P,Wired,199,WIRED_NODE_2,ROUTER_1,226.000000,3960.018080,3960.023080,-1,
3,P2P,Wired,199,ROUTER_1,WIRED_NODE_5,226.000000,3960.041160,3960.046160,-1,
3,P2P,Wired,0,WIRED_NODE_5,ROUTER_1,66.000000,3960.051440,3960.056440,-1,
