Link Id,Link Type,Link Medium,Packet Id,Transmitter,Receiver,Packet Size(Bytes),Physical Out Time(ms),Physical In Time(ms),Throughput(Mbps),
3,P2P,Wired,66,ROUTER_1,WIRED_NODE_5,226.000000,1300.041160,1300.046160,-1,
3,P2P,Wired,0,WIRED_NODE_5,ROUTER_1,66.000000,1300.051440,1300.056440,-1,
1,P2P,Wired,0,ROUTER_1,WIRED_NODE_2,66.000000,1300.061720,1300.066720,-1,
1,P2P,Wired,67,WIRED_NODE_2,ROUTER_1,226.000000,1320.018080,1320.023080,-1,
3,P2P,Wired,67,ROUTER_1,WIRED_NODE_5,226.000000,1320.041160,1320.046160,-1,
3,P2P,Wired,0,WIRED_NODE_5,ROUTER_1,66.000000,1320.051440,1320.056440,-1,
1,P2P,Wired,0,ROUTER_1,WIRED_NODE_2,66.000000,1320.061720,1320.066720,-1,
1,P2P,Wired,68,WIRED_NODE_2,ROUTER_1,226.000000,1340.018080,1340.023080,-1,
3,P2P,Wired,68,ROUTER_1,WIRED_NODE_5,226.000000,1340.041160,1340.046160,-1,
3,P2P,Wired,0,WIRED_NODE_5,ROUTER_1,66.000000,1340.051440,1340.056440,-1,
1,P2P,Wired,0,ROUTER_1,WIRED_NODE_2,66.000000,1340.061720,1340.066720,-1,
1,P2P,Wired,69,WIRED_NODE_2,ROUTER_1,226.000000,1360.018080,1360.023080,-1,
3,P2P,Wired,69,ROUTER_1,WIRED_NODE_5,226.000000,1360.041160,1360.046160,-1,
3,P2P,Wired,0,WIRED_NODE_5,ROUTER_1,66.000000,1360.051440,1360.056440,-1,
1,P2P,Wired,0,ROUTER_1,WIRED_NODE_2,66.000000,1360.061720,1360.066720,-1,
1,P2P,Wired,70,WIRED_NODE_2,ROUTER_1,226.000000,1380.018080,1380.023080,-1,
3,P2P,Wired,70,ROUTER_1,WIRED_NODE_5,226.000000,1380.041160,1380.046160,-1,
3,P2P,Wired,0,WIRED_NODE_5,ROUTER_1,66.000000,1380.051440,1380.056440,-1,
1,P2P,Wired,0,ROUTER_1,WIRED_NODE_2,66.000000,1380.061720,1380.066720,-1,
1,P2P,Wired,71,WIRED_NODE_2,ROUTER_1,226.000000,1400.018080,1400.023080,-1,
3,P2P,Wired,71,ROUTER_1,WIRED_NODE_5,226.000000,1400.041160,1400.046160,-1,
3,P2P,Wired,0,WIRED_NODE_5,ROUTER_1,66.000000,1400.051440,1400.056440,-1,
1,P2P,Wired,0,ROUTER_1,WIRED_NODE_2,66.000000,1400.061720,1400.066720,-1,
1,P2P,Wired,72,WIRED_NODE_2,ROUTER_1,226.000000,1420.018080,1420.023080,-1,
3,P2P,Wired,72,ROUTER_1,WIRED_NODE_5,226.000000,1420.041160,1420.046160,-1,
3,P2P,Wired,0,WIRED_NODE_5,ROUTER_1,66.000000,1420.051440,1420.056440,-1,
1,P2P,Wired,0,ROUTER_1,WIRED_NODE_2,66.000000,1420.061720,1420.066720,-1,
1,P2P,Wired,73,WIRED_NODE_2,ROUTER_1,226.000000,1440.018080,1440.023080,-1,
3,P2P,Wired,73,ROUTER_1,WIRED_NODE_5,226.000000,1440.041160,1440.046160,-1,
3,P2P,Wired,0,WIRED_NODE_5,ROUTER_1,66.000000,1440.051440,1440.056440,-1,
1,P2P,Wired,0,ROUTER_1,WIRED_NODE_2,66.000000,1440.061720,1440.066720,-1,
1,P2P,Wired,74,WIRED_NODE_2,ROUTER_1,226.000000,1460.018080,1460.023080,-1,
3,P2P,Wired,74,ROUTER_1,WIRED_NODE_5,226.000000,1460.041160,1460.046160,-1,
3,P2P,Wired,0,WIRED_NODE_5,ROUTER_1,66.000000,1460.051440,1460.056440,-1,
1,P2P,Wired,0,ROUTER_1,WIRED_NODE_2,66.000000,1460.061720,1460.066720,-1,
1,P2P,Wired,75,WIRED_NODE_2,ROUTER_1,226.000000,1480.018080,1480.023080,-1,
3,P2P,Wired,75,ROUTER_1,WIRED_NODE_5,226.000000,1480.041160,1480.046160,-1,
3,P2P,Wired,0,WIRED_NODE_5,ROUTER_1,66.000000,1480.051440,1480.056440,-1,
1,P2P,Wired,0,ROUTER_1,WIRED_NODE_2,66.000000,1480.061720,1480.066720,-1,
1,P2P,Wired,76,WIRED_NODE_2,ROUTER_1,226.000000,1500.018080,1500.023080,-1,
3,P2P,Wired,76,ROUTER_1,WIRED_NODE_5,226.000000,1500.041160,1500.046160,-1,
3,P2P,Wired,0,WIRED_NODE_5,ROUTER_1,66.000000,1500.051440,1500.056440,-1,
1,P2P,Wired,0,ROUTER_1,WIRED_NODE_2,66.000000,1500.061720,1500.066720,-1,
1,P2P,Wired,77,WIRED_NODE_2,ROUTER_1,226.000000,1520.018080,1520.023080,-1,
3,P2P,Wired,77,ROUTER_1,WIRED_NODE_5,226.000000,1520.041160,1520.046160,-1,
3,P2P,Wired,0,WIRED_NODE_5,ROUTER_1,66.000000,1520.051440,1520.056440,-1,
1,P2P,Wired,0,ROUTER_1,WIRED_NODE_2,66.000000,1520.061720,1520.066720,-1,
1,P2P,Wired,78,WIRED_NODE_2,ROUTER_1,226.000000,1540.018080,1540.023080,-1,
3,P2P,Wired,78,ROUTER_1,WIRED_NODE_5,226.000000,1540.041160,1540.046160,-1,
3,P2P,Wired,0,WIRED_NODE_5,ROUTER_1,66.000000,1540.051440,1540.056440,-1,
1,P2P,Wired,0,ROUTER_1,WIRED_NODE_2,66.000000,1540.061720,1540.066720,-1,
1,P2P,Wired,79,WIRED_NODE_2,ROUTER_1,226.000000,1560.018080,1560.023080,-1,
3,P2P,Wired,79,ROUTER_1,WIRED_NODE_5,226.000000,1560.041160,1560.046160,-1,
3,P2P,Wired,0,WIRED_NODE_5,ROUTER_1,66.000000,1560.051440,1560.056440,-1,
1,P2P,Wired,0,ROUTER_1,WIRED_NODE_2,66.000000,1560.061720,1560.066720,-1,
1,P2P,Wired,80,WIRED_NODE_2,ROUTER_1,226.000000,1580.018080,1580.023080,-1,
3,P2P,Wired,80,ROUTER_1,WIRED_NODE_5,226.000000,1580.041160,1580.046160,-1,
3,P2P,Wired,0,WIRED_NODE_5,ROUTER_1,66.000000,1580.051440,1580.056440,-1,
1,P2P,Wired,0,ROUTER_1,WIRED_NODE_2,66.000000,1580.061720,1580.066720,-1,
1,P2P,Wired,81,WIRED_NODE_2,ROUTER_1,226.000000,1600.018080,1600.023080,-1,
3,P2P,Wired,81,ROUTER_1,WIRED_NODE_5,226.000000,1600.041160,1600.046160,-1,
3,P2P,Wired,0,WIRED_NODE_5,ROUTER_1,66.000000,1600.051440,1600.056440,-1,
1,P2P,Wired,0,ROUTER_1,WIRED_NODE_2,66.000000,1600.061720,1600.066720,-1,
1,P2P,Wired,82,WIRED_NODE_2,ROUTER_1,226.000000,1620.018080,1620.023080,-1,
3,P2P,Wired,82,ROUTER_1,WIRED_NODE_5,226.000000,1620.041160,1620.046160,-1,
3,P2P,Wired,0,WIRED_NODE_5,ROUTER_1,66.000000,1620.051440,1620.056440,-1,
1,P2P,Wired,0,ROUTER_1,WIRED_NODE_2,66.000000,1620.061720,1620.066720,-1,
1,P2P,Wired,83,WIRED_NODE_2,ROUTER_1,226.000000,1640.018080,1640.023080,-1,
3,P2P,Wired,83,ROUTER_1,WIRED_NODE_5,226.000000,1640.041160,1640.046160,-1,
3,P2P,Wired,0,WIRED_NODE_5,ROUTER_1,66.000000,1640.051440,1640.056440,-1,
1,P2P,Wired,0,ROUTER_1,WIRED_NODE_2,66.000000,1640.061720,1640.066720,-1,
1,P2P,Wired,84,WIRED_NODE_2,ROUTER_1,226.000000,1660.018080,1660.023080,-1,
3,P2P,Wired,84,ROUTER_1,WIRED_NODE_5,226.000000,1660.041160,1660.046160,-1,
3,P2P,Wired,0,WIRED_NODE_5,ROUTER_1,66.000000,1660.051440,1660.056440,-1,
1,P2P,Wired,0,ROUTER_1,WIRED_NODE_2,66.000000,1660.061720,1660.066720,-1,
1,P2P,Wired,85,WIRED_NODE_2,ROUTER_1,226.000000,1680.018080,1680.023080,-1,
3,P2P,Wired,85,ROUTER_1,WIRED_NODE_5,226.000000,1680.041160,1680.046160,-1,
3,P2P,Wired,0,WIRED_NODE_5,ROUTER_1,66.000000,1680.051440,1680.056440,-1,
1,P2P,Wired,0,ROUTER_1,WIRED_NODE_2,66.000000,1680.061720,1680.066720,-1,
1,P2P,Wired,86,WIRED_NODE_2,ROUTER_1,226.000000,1700.018080,1700.023080,-1,
3,P2P,Wired,86,ROUTER_1,WIRED_NODE_5,226.000000,1700.041160,1700.046160,-1,
3,P2P,Wired,0,WIRED_NODE_5,ROUTER_1,66.000000,1700.051440,1700.056440,-1,
1,P2P,Wired,0,ROUTER_1,WIRED_NODE_2,66.000000,1700.061720,1700.066720,-1,
1,P2P,Wired,87,WIRED_NODE_2,ROUTER_1,226.000000,1720.018080,1720.023080,-1,
3,P2P,Wired,87,ROUTER_1,WIRED_NODE_5,226.000000,1720.041160,1720.046160,-1,
3,P2P,Wired,0,WIRED_NODE_5,ROUTER_1,66.000000,1720.051440,1720.056440,-1,
1,P2P,Wired,0,ROUTER_1,WIRED_NODE_2,66.000000,1720.061720,1720.066720,-1,
1,P2P,Wired,88,WIRED_NODE_2,ROUTER_1,226.000000,1740.018080,1740.023080,-1,
3,P2P,Wired,88,ROUTER_1,WIRED_NODE_5,226.000000,1740.041160,1740.046160,-1,
3,P2P,Wired,0,WIRED_NODE_5,ROUTER_1,66.000000,1740.051440,1740.056440,-1,
1,P2P,Wired,0,ROUTER_1,WIRED_NODE_2,66.000000,1740.061720,1740.066720,-1,
1,P2P,Wired,89,WIRED_NODE_2,ROUTER_1,226.000000,1760.018080,1760.023080,-1,
3,P2P,Wired,89,ROUTER_1,WIRED_NODE_5,226.000000,1760.041160,1760.046160,-1,
3,P2P,Wired,0,WIRED_NODE_5,ROUTER_1,66.000000,1760.051440,1760.056440,-1,
1,P2P,Wired,0,ROUTER_1,WIRED_NODE_2,66.000000,1760.061720,1760.066720,-1,
1,P2P,Wired,90,WIRED_NODE_2,ROUTER_1,226.000000,1780.018080,1780.023080,-1,
3,P2P,Wired,90,ROUTER_1,WIRED_NODE_5,226.000000,1780.041160,1780.046160,-1,
3,P2P,Wired,0,WIRED_NODE_5,ROUTER_1,66.000000,1780.051440,1780.056440,-1,
1,P2P,Wired,0,ROUTER_1,WIRED_NODE_2,66.000000,1780.061720,1780.066720,-1,
1,P2P,Wired,91,WIRED_NODE_2,ROUTER_1,226.000000,1800.018080,1800.023080,-1,
3,P2P,Wired,91,ROUTER_1,WIRED_NODE_5,226.000000,1800.041160,1800.046160,-1,
3,P2P,Wired,0,WIRED_NODE_5,ROUTER_1,66.000000,1800.051440,1800.056440,-1,
1,P2P,Wired,0,ROUTER_1,WIRED_NODE_2,66.000000,1800.061720,1800.066720,-1,
1,P2P,Wired,92,WIRED_NODE_2,ROUTER_1,226.000000,1820.018080,1820.023080,-1,
3,P2P,Wired,92,ROUTER_1,WIRED_NODE_5,226.000000,1820.041160,1820.046160,-1,
3,P2P,Wired,0,WIRED_NODE_5,ROUTER_1,66.000000,1820.051440,1820.056440,-1,
1,P2P,Wired,0,ROUTER_1,WIRED_NODE_2,66.000000,1820.061720,1820.066720,-1,
1,P2P,Wired,93,WIRED_NODE_2,ROUTER_1,226.000000,1840.018080,1840.023080,-1,
3,P2P,Wired,93,ROUTER_1,WIRED_NODE_5,226.000000,1840.041160,1840.046160,-1,
3,P2P,Wired,0,WIRED_NODE_5,ROUTER_1,66.000000,1840.051440,1840.056440,-1,
1,P2P,Wired,0,ROUTER_1,WIRED_NODE_2,66.000000,1840.061720,1840.066720,-1,
1,P2P,Wired,94,WIRED_NODE_2,ROUTER_1,226.000000,1860.018080,1860.023080,-1,
3,P2P,Wired,94,ROUTER_1,WIRED_NODE_5,226.000000,1860.041160,1860.046160,-1,
3,P2P,Wired,0,WIRED_NODE_5,ROUTER_1,66.000000,1860.051440,1860.056440,-1,
1,P2P,Wired,0,ROUTER_1,WIRED_NODE_2,66.000000,1860.061720,1860.066720,-1,
1,P2P,Wired,95,WIRED_NODE_2,ROUTER_1,226.000000,1880.018080,1880.023080,-1,
3,P2P,Wired,95,ROUTER_1,WIRED_NODE_5,226.000000,1880.041160,1880.046160,-1,
3,P2P,Wired,0,WIRED_NODE_5,ROUTER_1,66.000000,1880.051440,1880.056440,-1,
1,P2P,Wired,0,ROUTER_1,WIRED_NODE_2,66.000000,1880.061720,1880.066720,-1,
1,P2P,Wired,96,WIRED_NODE_2,ROUTER_1,226.000000,1900.018080,1900.023080,-1,
3,P2P,Wired,96,ROUTER_1,WIRED_NODE_5,226.000000,1900.041160,1900.046160,-1,
3,P2P,Wired,0,WIRED_NODE_5,ROUTER_1,66.000000,1900.051440,1900.056440,-1,
1,P2P,Wired,0,ROUTER_1,WIRED_NODE_2,66.000000,1900.061720,1900.066720,-1,
1,P2P,Wired,97,WIRED_NODE_2,ROUTER_1,226.000000,1920.018080,1920.023080,-1,
3,P2P,Wired,97,ROUTER_1,WIRED_NODE_5,226.000000,1920.041160,1920.046160,-1,
3,P2P,Wired,0,WIRED_NODE_5,ROUTER_1,66.000000,1920.051440,1920.056440,-1,
1,P2P,Wired,0,ROUTER_1,WIRED_NODE_2,66.000000,1920.061720,1920.066720,-1,
1,P2P,Wired,98,WIRED_NODE_2,ROUTER_1,226.000000,1940.018080,1940.023080,-1,
3,P2P,Wired,98,ROUTER_1,WIRED_NODE_5,226.000000,1940.041160,1940.046160,-1,
3,P2P,Wired,0,WIRED_NODE_5,ROUTER_1,66.000000,1940.051440,1940.056440,-1,
1,P2P,Wired,0,ROUTER_1,WIRED_NODE_2,66.000000,1940.061720,1940.066720,-1,
1,P2P,Wired,99,WIRED_NODE_2,ROUTER_1,226.000000,1960.018080,1960.023080,-1,
3,P2P,Wired,99,ROUTER_1,WIRED_NODE_5,226.000000,1960.041160,1960.046160,-1,
3,P2P,Wired,0,WIRED_NODE_5,ROUTER_1,66.000000,1960.051440,1960.056440,-1,
1,P2P,Wired,0,ROUTER_1,WIRED_NODE_2,66.000000,1960.061720,1960.066720,-1,
1,P2P,Wired,100,WIRED_NODE_2,ROUTER_1,226.000000,1980.018080,1980.023080,-1,
3,P2P,Wired,100,ROUTER_1,WIRED_NODE_5,226.000000,1980.041160,1980.046160,-1,
3,P2P,Wired,0,WIRED_NODE_5,ROUTER_1,66.000000,1980.051440,1980.056440,-1,
1,P2P,Wired,0,ROUTER_1,WIRED_NODE_2,66.000000,1980.061720,1980.066720,-1,
1,P2P,Wired,101,WIRED_NODE_2,ROUTER_1,226.000000,2000.018080,2000.023080,-1,
3,P2P,Wired,101,ROUTER_1,WIRED_NODE_5,226.000000,2000.041160,2000.046160,-1,
3,P2P,Wired,0,WIRED_NODE_5,ROUTER_1,66.000000,2000.051440,2000.056440,-1,
1,P2P,Wired,0,ROUTER_1,WIRED_NODE_2,66.000000,2000.061720,2000.066720,-1,
1,P2P,Wired,102,WIRED_NODE_2,ROUTER_1,226.000000,2020.018080,2020.023080,-1,
3,P2P,Wired,102,ROUTER_1,WIRED_NODE_5,226.000000,2020.041160,2020.046160,-1,
3,P2P,Wired,0,WIRED_NODE_5,ROUTER_1,66.000000,2020.051440,2020.056440,-1,
1,P2P,Wired,0,ROUTER_1,WIRED_NODE_2,66.000000,2020.061720,2020.066720,-1,
1,P2P,Wired,103,WIRED_NODE_2,ROUTER_1,226.000000,2040.018080,2040.023080,-1,
3,P2P,Wired,103,ROUTER_1,WIRED_NODE_5,226.000000,2040.041160,2040.046160,-1,
3,P2P,Wired,0,WIRED_NODE_5,ROUTER_1,66.000000,2040.051440,2040.056440,-1,
1,P2P,Wired,0,ROUTER_1,WIRED_NODE_2,66.000000,2040.061720,2040.066720,-1,
1,P2P,Wired,104,WIRED_NODE_2,ROUTER_1,226.000000,2060.018080,2060.023080,-1,
3,P2P,Wired,104,ROUTER_1,WIRED_NODE_5,226.000000,2060.041160,2060.046160,-1,
3,P2P,Wired,0,WIRED_NODE_5,ROUTER_1,66.000000,2060.051440,2060.056440,-1,
1,P2P,Wired,0,ROUTER_1,WIRED_NODE_2,66.000000,2060.061720,2060.066720,-1,
1,P2P,Wired,105,WIRED_NODE_2,ROUTER_1,226.000000,2080.018080,2080.023080,-1,
3,P2P,Wired,105,ROUTER_1,WIRED_NODE_5,226.000000,2080.041160,2080.046160,-1,
3,P2P,Wired,0,WIRED_NODE_5,ROUTER_1,66.000000,2080.051440,2080.056440,-1,
1,P2P,Wired,0,ROUTER_1,WIRED_NODE_2,66.000000,2080.061720,2080.066720,-1,
1,P2P,Wired,106,WIRED_NODE_2,ROUTER_1,226.000000,2100.018080,2100.023080,-1,
3,P2P,Wired,106,ROUTER_1,WIRED_NODE_5,226.000000,2100.041160,2100.046160,-1,
3,P2P,Wired,0,WIRED_NODE_5,ROUTER_1,66.000000,2100.051440,2100.056440,-1,
1,P2P,Wired,0,ROUTER_1,WIRED_NODE_2,66.000000,2100.061720,2100.066720,-1,
1,P2P,Wired,107,WIRED_NODE_2,ROUTER_1,226.000000,2120.018080,2120.023080,-1,
3,P2P,Wired,107,ROUTER_1,WIRED_NODE_5,226.000000,2120.041160,2120.046160,-1,
3,P2P,Wired,0,WIRED_NODE_5,ROUTER_1,66.000000,2120.051440,2120.056440,-1,
1,P2P,Wired,0,ROUTER_1,WIRED_NODE_2,66.000000,2120.061720,2120.066720,-1,
1,P2P,Wired,108,WIRED_NODE_2,ROUTER_1,226.000000,2140.018080,2140.023080,-1,
3,P2P,Wired,108,ROUTER_1,WIRED_NODE_5,226.000000,2140.041160,2140.046160,-1,
3,P2P,Wired,0,WIRED_NODE_5,ROUTER_1,66.000000,2140.051440,2140.056440,-1,
1,P2P,Wired,0,ROUTER_1,WIRED_NODE_2,66.000000,2140.061720,2140.066720,-1,
1,P2P,Wired,109,WIRED_NODE_2,ROUTER_1,226.000000,2160.018080,2160.023080,-1,
3,P2P,Wired,109,ROUTER_1,WIRED_NODE_5,226.000000,2160.041160,2160.046160,-1,
3,P2P,Wired,0,WIRED_NODE_5,ROUTER_1,66.000000,2160.051440,2160.056440,-1,
1,P2P,Wired,0,ROUTER_1,WIRED_NODE_2,66.000000,2160.061720,2160.066720,-1,
1,P2P,Wired,110,WIRED_NODE_2,ROUTER_1,226.000000,2180.018080,2180.023080,-1,
3,P2P,Wired,110,ROUTER_1,WIRED_NODE_5,226.000000,2180.041160,2180.046160,-1,
3,P2P,Wired,0,WIRED_NODE_5,ROUTER_1,66.000000,2180.051440,2180.056440,-1,
1,P2P,Wired,0,ROUTER_1,WIRED_NODE_2,66.000000,2180.061720,2180.066720,-1,
1,P2P,Wired,111,WIRED_NODE_2,ROUTER_1,226.000000,2200.018080,2200.023080,-1,
3,P2P,Wired,111,ROUTER_1,WIRED_NODE_5,226.000000,2200.041160,2200.046160,-1,
3,P2P,Wired,0,WIRED_NODE_5,ROUTER_1,66.000000,2200.051440,2200.056440,-1,
1,P2P,Wired,0,ROUTER_1,WIRED_NODE_2,66.000000,2200.061720,2200.066720,-1,
1,P2P,Wired,112,WIRED_NODE_2,ROUTER_1,226.000000,2220.018080,2220.023080,-1,
3,P2P,Wired,112,ROUTER_1,WIRED_NODE_5,226.000000,2220.041160,2220.046160,-1,
3,P2P,Wired,0,WIRED_NODE_5,ROUTER_1,66.000000,2220.051440,2220.056440,-1,
1,P2P,Wired,0,ROUTER_1,WIRED_NODE_2,66.000000,2220.061720,2220.066720,-1,
1,P2P,Wired,113,WIRED_NODE_2,ROUTER_1,226.000000,2240.018080,2240.023080,-1,
3,P2P,Wired,113,ROUTER_1,WIRED_NODE_5,226.000000,2240.041160,2240.046160,-1,
3,P2P,Wired,0,WIRED_NODE_5,ROUTER_1,66.000000,2240.051440,2240.056440,-1,
1,P2P,Wired,0,ROUTER_1,WIRED_NODE_2,66.000000,2240.061720,2240.066720,-1,
1,P2P,Wired,114,WIRED_NODE_2,ROUTER_1,226.000000,2260.018080,2260.023080,-1,
3,P2P,Wired,114,ROUTER_1,WIRED_NODE_5,226.000000,2260.041160,2260.046160,-1,
3,P2P,Wired,0,WIRED_NODE_5,ROUTER_1,66.000000,2260.051440,2260.056440,-1,
1,P2P,Wired,0,ROUTER_1,WIRED_NODE_2,66.000000,2260.061720,2260.066720,-1,
1,P2P,Wired,115,WIRED_NODE_2,ROUTER_1,226.000000,2280.018080,2280.023080,-1,
3,P2P,Wired,115,ROUTER_1,WIRED_NODE_5,226.000000,2280.041160,2280.046160,-1,
3,P2P,Wired,0,WIRED_NODE_5,ROUTER_1,66.000000,2280.051440,2280.056440,-1,
1,P2P,Wired,0,ROUTER_1,WIRED_NODE_2,66.000000,2280.061720,2280.066720,-1,
1,P2P,Wired,116,WIRED_NODE_2,ROUTER_1,226.000000,2300.018080,2300.023080,-1,
3,P2P,Wired,116,ROUTER_1,WIRED_NODE_5,226.000000,2300.041160,2300.046160,-1,
3,P2P,Wired,0,WIRED_NODE_5,ROUTER_1,66.000000,2300.051440,2300.056440,-1,
1,P2P,Wired,0,ROUTER_1,WIRED_NODE_2,66.000000,2300.061720,2300.066720,-1,
1,P2P,Wired,117,WIRED_NODE_2,ROUTER_1,226.000000,2320.018080,2320.023080,-1,
3,P2P,Wired,117,ROUTER_1,WIRED_NODE_5,226.000000,2320.041160,2320.046160,-1,
3,P2P,Wired,0,WIRED_NODE_5,ROUTER_1,66.000000,2320.051440,2320.056440,-1,
1,P2P,Wired,0,ROUTER_1,WIRED_NODE_2,66.000000,2320.061720,2320.066720,-1,
1,P2P,Wired,118,WIRED_NODE_2,ROUTER_1,226.000000,2340.018080,2340.023080,-1,
3,P2P,Wired,118,ROUTER_1,WIRED_NODE_5,226.000000,2340.041160,2340.046160,-1,
3,P2P,Wired,0,WIRED_NODE_5,ROUTER_1,66.000000,2340.051440,2340.056440,-1,
1,P2P,Wired,0,ROUTER_1,WIRED_NODE_2,66.000000,2340.061720,2340.066720,-1,
1,P2P,Wired,119,WIRED_NODE_2,ROUTER_1,226.000000,2360.018080,2360.023080,-1,
3,P2P,Wired,119,ROUTER_1,WIRED_NODE_5,226.000000,2360.041160,2360.046160,-1,
3,P2P,Wired,0,WIRED_NODE_5,ROUTER_1,66.000000,2360.051440,2360.056440,-1,
1,P2P,Wired,0,ROUTER_1,WIRED_NODE_2,66.000000,2360.061720,2360.066720,-1,
1,P2P,Wired,120,WIRED_NODE_2,ROUTER_1,226.000000,2380.018080,2380.023080,-1,
3,P2P,Wired,120,ROUTER_1,WIRED_NODE_5,226.000000,2380.041160,2380.046160,-1,
3,P2P,Wired,0,WIRED_NODE_5,ROUTER_1,66.000000,2380.051440,2380.056440,-1,
1,P2P,Wired,0,ROUTER_1,WIRED_NODE_2,66.000000,2380.061720,2380.066720,-1,
1,P2P,Wired,121,WIRED_NODE_2,ROUTER_1,226.000000,2400.018080,2400.023080,-1,
3,P2P,Wired,121,ROUTER_1,WIRED_NODE_5,226.000000,2400.041160,2400.046160,-1,
3,P2P,Wired,0,WIRED_NODE_5,ROUTER_1,66.000000,2400.051440,2400.056440,-1,
1,P2P,Wired,0,ROUTER_1,WIRED_NODE_2,66.000000,2400.061720,2400.066720,-1,
1,P2P,Wired,122,WIRED_NODE_2,ROUTER_1,226.000000,2420.018080,2420.023080,-1,
3,P2P,Wired,122,ROUTER_1,WIRED_NODE_5,226.000000,2420.041160,2420.046160,-1,
3,P2P,Wired,0,WIRED_NODE_5,ROUTER_1,66.000000,2420.051440,2420.056440,-1,
1,P2P,Wired,0,ROUTER_1,WIRED_NODE_2,66.000000,2420.061720,2420.066720,-1,
1,P2P,Wired,123,WIRED_NODE_2,ROUTER_1,226.000000,2440.018080,2440.023080,-1,
3,P2P,Wired,123,ROUTER_1,WIRED_NODE_5,226.000000,2440.041160,2440.046160,-1,
3,P2P,Wired,0,WIRED_NODE_5,ROUTER_1,66.000000,2440.051440,2440.056440,-1,
1,P2P,Wired,0,ROUTER_1,WIRED_NODE_2,66.000000,2440.061720,2440.066720,-1,
1,P2P,Wired,124,WIRED_NODE_2,ROUTER_1,226.000000,2460.018080,2460.023080,-1,
3,P2P,Wired,124,ROUTER_1,WIRED_NODE_5,226.000000,2460.041160,2460.046160,-1,
3,P2P,Wired,0,WIRED_NODE_5,ROUTER_1,66.000000,2460.051440,2460.056440,-1,
1,P2P,Wired,0,ROUTER_1,WIRED_NODE_2,66.000000,2460.061720,2460.066720,-1,
1,P2P,Wired,125,WIRED_NODE_2,ROUTER_1,226.000000,2480.018080,2480.023080,-1,
3,P2P,Wired,125,ROUTER_1,WIRED_NODE_5,226.000000,2480.041160,2480.046160,-1,
3,P2P,Wired,0,WIRED_NODE_5,ROUTER_1,66.000000,2480.051440,2480.056440,-1,
1,P2P,Wired,0,ROUTER_1,WIRED_NODE_2,66.000000,2480.061720,2480.066720,-1,
1,P2P,Wired,126,WIRED_NODE_2,ROUTER_1,226.000000,2500.018080,2500.023080,-1,
3,P2P,Wired,126,ROUTER_1,WIRED_NODE_5,226.000000,2500.041160,2500.046160,-1,
3,P2P,Wired,0,WIRED_NODE_5,ROUTER_1,66.000000,2500.051440,2500.056440,-1,
1,P2P,Wired,0,ROUTER_1,WIRED_NODE_2,66.000000,2500.061720,2500.066720,-1,
1,P2P,Wired,127,WIRED_NODE_2,ROUTER_1,226.000000,2520.018080,2520.023080,-1,
3,P2P,Wired,127,ROUTER_1,WIRED_NODE_5,226.000000,2520.041160,2520.046160,-1,
3,P2P,Wired,0,WIRED_NODE_5,ROUTER_1,66.000000,2520.051440,2520.056440,-1,
1,P2P,Wired,0,ROUTER_1,WIRED_NODE_2,66.000000,2520.061720,2520.066720,-1,
1,P2P,Wired,128,WIRED_NODE_2,ROUTER_1,226.000000,2540.018080,2540.023080,-1,
3,P2P,Wired,128,ROUTER_1,WIRED_NODE_5,226.000000,2540.041160,2540.046160,-1,
3,P2P,Wired,0,WIRED_NODE_5,ROUTER_1,66.000000,2540.051440,2540.056440,-1,
1,P2P,Wired,0,ROUTER_1,WIRED_NODE_2,66.000000,2540.061720,2540.066720,-1,
1,P2P,Wired,129,WIRED_NODE_2,ROUTER_1,226.000000,2560.018080,2560.023080,-1,
3,P2P,Wired,129,ROUTER_1,WIRED_NODE_5,226.000000,2560.041160,2560.046160,-1,
3,P2P,Wired,0,WIRED_NODE_5,ROUTER_1,66.000000,2560.051440,2560.056440,-1,
1,P2P,Wired,0,ROUTER_1,WIRED_NODE_2,66.000000,2560.061720,2560.066720,-1,
1,P2P,Wired,130,WIRED_NODE_2,ROUTER_1,226.000000,2580.018080,2580.023080,-1,
3,P2P,Wired,130,ROUTER_1,WIRED_NODE_5,226.000000,2580.041160,2580.046160,-1,
3,P2P,Wired,0,WIRED_NODE_5,ROUTER_1,66.000000,2580.051440,2580.056440,-1,
1,P2P,Wired,0,ROUTER_1,WIRED_NODE_2,66.000000,2580.061720,2580.066720,-1,
1,P2P,Wired,131,WIRED_NODE_2,ROUTER_1,226.000000,2600.018080,2600.023080,-1,
3,P2P,Wired,131,ROUTER_1,WIRED_NODE_5,226.000000,2600.041160,2600.046160,-1,
3,P2P,Wired,0,WIRED_NODE_5,ROUTER_1,66.000000,2600.051440,2600.056440,-1,
1,P2P,Wired,0,ROUTER_1,WIRED_NODE_2,66.000000,2600.061720,2600.066720,-1,
1,P2P,Wired,132,WIRED_NODE_2,ROUTER_1,226.000000,2620.018080,2620.023080,-1,
3,P2P,Wired,132,ROUTER_1,WIRED_NODE_5,226.000000,2620.041160,2620.046160,-1,
3,P2P,Wired,0,WIRED_NODE_5,ROUTER_1,66.000000,2620.051440,2620.056440,-1,
1,P2P,Wired,0,ROUTER_1,WIRED_NODE_2,66.000000,2620.061720,2620.066720,-1,
